Chord,Octave,Notes,Midi numbers,Formula
C#9,6,"C, E, G, D#","72, 76, 79, 87","0, 4, 7, 15"
Cdim7,6,"C, D#, F#, A","72, 75, 78, 81","0, 3, 6, 9"
Cmin6,6,"C, D#, G, A","72, 75, 79, 81","0, 3, 7, 9"
Cmaj9,6,"C, E, G, B, D","72, 76, 79, 83, 86","0, 4, 7, 11, 14"
C7sus4,6,"C, F, G, A#","72, 77, 79, 82","0, 5, 7, 10"
C7sus2,6,"C, D, G, A#","72, 74, 79, 82","0, 2, 7, 10"
C7b5,6,"C, E, F#, A#","72, 76, 78, 82","0, 4, 6, 10"
C7#5,6,"C, E, G#, A#","72, 76, 80, 82","0, 4, 8, 10"
C7b9,6,"C, E, G, A#, C#","72, 76, 79, 82, 85","0, 4, 7, 10, 13"
C#4,6,"C, F#, G","72, 78, 79","0, 6, 7"
C7#9,6,"C, E, G, A#, D#","72, 76, 79, 82, 87","0, 4, 7, 10, 15"
Chdim,6,"C, D#, F#, A#","72, 75, 78, 82","0, 3, 6, 10"
C#maj,6,"C#, F, G#","73, 77, 80","0, 4, 7"
C#min,6,"C#, E, G#","73, 76, 80","0, 3, 7"
C#7,6,"C#, F, G#, B","73, 77, 80, 83","0, 4, 7, 10"
C#maj7,6,"C#, F, G#, C","73, 77, 80, 84","0, 4, 7, 11"
C#min7,6,"C#, E, G#, B","73, 76, 80, 83","0, 3, 7, 10"
C#minmaj7,6,"C#, E, G#, C","73, 76, 80, 84","0, 3, 7, 11"
C#dim,6,"C#, E, G","73, 76, 79","0, 3, 6"
C#aug,6,"C#, F, A","73, 77, 81","0, 4, 8"
C#aug(b7),6,"C#, F, A, C","73, 77, 81, 84","0, 4, 8, 11"
C#sus2,6,"C#, D#, G#","73, 75, 80","0, 2, 7"
C#sus4,6,"C#, F#, G#","73, 78, 80","0, 5, 7"
C#9,6,"C#, F, G#, B, D#","73, 77, 80, 83, 87","0, 4, 7, 10, 14"
C#11,6,"C#, F, G#, B, D#, F#","73, 77, 80, 83, 87, 90","0, 4, 7, 10, 14, 17"
C#13,6,"C#, F, G#, B, D#, F#, A#","73, 77, 80, 83, 87, 90, 94","0, 4, 7, 10, 14, 17, 21"
C#min9,6,"C#, E, G#, B, D#","73, 76, 80, 83, 87","0, 3, 7, 10, 14"
C#min11,6,"C#, E, G#, B, D#, F#","73, 76, 80, 83, 87, 90","0, 3, 7, 10, 14, 17"
C#min13,6,"C#, E, G#, B, D#, F#, A#","73, 76, 80, 83, 87, 90, 94","0, 3, 7, 10, 14, 17, 21"
C#maj6,6,"C#, F, G#, A#","73, 77, 80, 82","0, 4, 7, 9"
C#b6,6,"C#, F, G#, A","73, 77, 80, 81","0, 4, 7, 8"
C#b3,6,"C#, D#, F, G#","73, 75, 77, 80","0, 2, 4, 7"
C##9,6,"C#, F, G#, E","73, 77, 80, 88","0, 4, 7, 15"
C#dim7,6,"C#, E, G, A#","73, 76, 79, 82","0, 3, 6, 9"
C#min6,6,"C#, E, G#, A#","73, 76, 80, 82","0, 3, 7, 9"
C#maj9,6,"C#, F, G#, C, D#","73, 77, 80, 84, 87","0, 4, 7, 11, 14"
C#7sus4,6,"C#, F#, G#, B","73, 78, 80, 83","0, 5, 7, 10"
C#7sus2,6,"C#, D#, G#, B","73, 75, 80, 83","0, 2, 7, 10"
C#7b5,6,"C#, F, G, B","73, 77, 79, 83","0, 4, 6, 10"
C#7#5,6,"C#, F, A, B","73, 77, 81, 83","0, 4, 8, 10"
C#7b9,6,"C#, F, G#, B, D","73, 77, 80, 83, 86","0, 4, 7, 10, 13"
C##4,6,"C#, G, G#","73, 79, 80","0, 6, 7"
C#7#9,6,"C#, F, G#, B, E","73, 77, 80, 83, 88","0, 4, 7, 10, 15"
C#hdim,6,"C#, E, G, B","73, 76, 79, 83","0, 3, 6, 10"
Dmaj,6,"D, F#, A","74, 78, 81","0, 4, 7"
Dmin,6,"D, F, A","74, 77, 81","0, 3, 7"
D7,6,"D, F#, A, C","74, 78, 81, 84","0, 4, 7, 10"
Dmaj7,6,"D, F#, A, C#","74, 78, 81, 85","0, 4, 7, 11"
Dmin7,6,"D, F, A, C","74, 77, 81, 84","0, 3, 7, 10"
Dminmaj7,6,"D, F, A, C#","74, 77, 81, 85","0, 3, 7, 11"
Ddim,6,"D, F, G#","74, 77, 80","0, 3, 6"
Daug,6,"D, F#, A#","74, 78, 82","0, 4, 8"
Daug(b7),6,"D, F#, A#, C#","74, 78, 82, 85","0, 4, 8, 11"
Dsus2,6,"D, E, A","74, 76, 81","0, 2, 7"
Dsus4,6,"D, G, A","74, 79, 81","0, 5, 7"
D9,6,"D, F#, A, C, E","74, 78, 81, 84, 88","0, 4, 7, 10, 14"
D11,6,"D, F#, A, C, E, G","74, 78, 81, 84, 88, 91","0, 4, 7, 10, 14, 17"
D13,6,"D, F#, A, C, E, G, B","74, 78, 81, 84, 88, 91, 95","0, 4, 7, 10, 14, 17, 21"
Dmin9,6,"D, F, A, C, E","74, 77, 81, 84, 88","0, 3, 7, 10, 14"
Dmin11,6,"D, F, A, C, E, G","74, 77, 81, 84, 88, 91","0, 3, 7, 10, 14, 17"
Dmin13,6,"D, F, A, C, E, G, B","74, 77, 81, 84, 88, 91, 95","0, 3, 7, 10, 14, 17, 21"
Dmaj6,6,"D, F#, A, B","74, 78, 81, 83","0, 4, 7, 9"
Db6,6,"D, F#, A, A#","74, 78, 81, 82","0, 4, 7, 8"
Db3,6,"D, E, F#, A","74, 76, 78, 81","0, 2, 4, 7"
D#9,6,"D, F#, A, F","74, 78, 81, 89","0, 4, 7, 15"
Ddim7,6,"D, F, G#, B","74, 77, 80, 83","0, 3, 6, 9"
Dmin6,6,"D, F, A, B","74, 77, 81, 83","0, 3, 7, 9"
Dmaj9,6,"D, F#, A, C#, E","74, 78, 81, 85, 88","0, 4, 7, 11, 14"
D7sus4,6,"D, G, A, C","74, 79, 81, 84","0, 5, 7, 10"
D7sus2,6,"D, E, A, C","74, 76, 81, 84","0, 2, 7, 10"
D7b5,6,"D, F#, G#, C","74, 78, 80, 84","0, 4, 6, 10"
D7#5,6,"D, F#, A#, C","74, 78, 82, 84","0, 4, 8, 10"
D7b9,6,"D, F#, A, C, D#","74, 78, 81, 84, 87","0, 4, 7, 10, 13"
D#4,6,"D, G#, A","74, 80, 81","0, 6, 7"
D7#9,6,"D, F#, A, C, F","74, 78, 81, 84, 89","0, 4, 7, 10, 15"
Dhdim,6,"D, F, G#, C","74, 77, 80, 84","0, 3, 6, 10"
D#maj,6,"D#, G, A#","75, 79, 82","0, 4, 7"
D#min,6,"D#, F#, A#","75, 78, 82","0, 3, 7"
D#7,6,"D#, G, A#, C#","75, 79, 82, 85","0, 4, 7, 10"
D#maj7,6,"D#, G, A#, D","75, 79, 82, 86","0, 4, 7, 11"
D#min7,6,"D#, F#, A#, C#","75, 78, 82, 85","0, 3, 7, 10"
D#minmaj7,6,"D#, F#, A#, D","75, 78, 82, 86","0, 3, 7, 11"
D#dim,6,"D#, F#, A","75, 78, 81","0, 3, 6"
D#aug,6,"D#, G, B","75, 79, 83","0, 4, 8"
D#aug(b7),6,"D#, G, B, D","75, 79, 83, 86","0, 4, 8, 11"
D#sus2,6,"D#, F, A#","75, 77, 82","0, 2, 7"
D#sus4,6,"D#, G#, A#","75, 80, 82","0, 5, 7"
D#9,6,"D#, G, A#, C#, F","75, 79, 82, 85, 89","0, 4, 7, 10, 14"
D#11,6,"D#, G, A#, C#, F, G#","75, 79, 82, 85, 89, 92","0, 4, 7, 10, 14, 17"
D#13,6,"D#, G, A#, C#, F, G#, C","75, 79, 82, 85, 89, 92, 96","0, 4, 7, 10, 14, 17, 21"
D#min9,6,"D#, F#, A#, C#, F","75, 78, 82, 85, 89","0, 3, 7, 10, 14"
D#min11,6,"D#, F#, A#, C#, F, G#","75, 78, 82, 85, 89, 92","0, 3, 7, 10, 14, 17"
D#min13,6,"D#, F#, A#, C#, F, G#, C","75, 78, 82, 85, 89, 92, 96","0, 3, 7, 10, 14, 17, 21"
D#maj6,6,"D#, G, A#, C","75, 79, 82, 84","0, 4, 7, 9"
D#b6,6,"D#, G, A#, B","75, 79, 82, 83","0, 4, 7, 8"
D#b3,6,"D#, F, G, A#","75, 77, 79, 82","0, 2, 4, 7"
D##9,6,"D#, G, A#, F#","75, 79, 82, 90","0, 4, 7, 15"
D#dim7,6,"D#, F#, A, C","75, 78, 81, 84","0, 3, 6, 9"
D#min6,6,"D#, F#, A#, C","75, 78, 82, 84","0, 3, 7, 9"
D#maj9,6,"D#, G, A#, D, F","75, 79, 82, 86, 89","0, 4, 7, 11, 14"
D#7sus4,6,"D#, G#, A#, C#","75, 80, 82, 85","0, 5, 7, 10"
D#7sus2,6,"D#, F, A#, C#","75, 77, 82, 85","0, 2, 7, 10"
D#7b5,6,"D#, G, A, C#","75, 79, 81, 85","0, 4, 6, 10"
D#7#5,6,"D#, G, B, C#","75, 79, 83, 85","0, 4, 8, 10"
D#7b9,6,"D#, G, A#, C#, E","75, 79, 82, 85, 88","0, 4, 7, 10, 13"
D##4,6,"D#, A, A#","75, 81, 82","0, 6, 7"
D#7#9,6,"D#, G, A#, C#, F#","75, 79, 82, 85, 90","0, 4, 7, 10, 15"
D#hdim,6,"D#, F#, A, C#","75, 78, 81, 85","0, 3, 6, 10"
Emaj,6,"E, G#, B","76, 80, 83","0, 4, 7"
Emin,6,"E, G, B","76, 79, 83","0, 3, 7"
E7,6,"E, G#, B, D","76, 80, 83, 86","0, 4, 7, 10"
Emaj7,6,"E, G#, B, D#","76, 80, 83, 87","0, 4, 7, 11"
Emin7,6,"E, G, B, D","76, 79, 83, 86","0, 3, 7, 10"
Eminmaj7,6,"E, G, B, D#","76, 79, 83, 87","0, 3, 7, 11"
Edim,6,"E, G, A#","76, 79, 82","0, 3, 6"
Eaug,6,"E, G#, C","76, 80, 84","0, 4, 8"
Eaug(b7),6,"E, G#, C, D#","76, 80, 84, 87","0, 4, 8, 11"
Esus2,6,"E, F#, B","76, 78, 83","0, 2, 7"
Esus4,6,"E, A, B","76, 81, 83","0, 5, 7"
E9,6,"E, G#, B, D, F#","76, 80, 83, 86, 90","0, 4, 7, 10, 14"
E11,6,"E, G#, B, D, F#, A","76, 80, 83, 86, 90, 93","0, 4, 7, 10, 14, 17"
E13,6,"E, G#, B, D, F#, A, C#","76, 80, 83, 86, 90, 93, 97","0, 4, 7, 10, 14, 17, 21"
Emin9,6,"E, G, B, D, F#","76, 79, 83, 86, 90","0, 3, 7, 10, 14"
Emin11,6,"E, G, B, D, F#, A","76, 79, 83, 86, 90, 93","0, 3, 7, 10, 14, 17"
Emin13,6,"E, G, B, D, F#, A, C#","76, 79, 83, 86, 90, 93, 97","0, 3, 7, 10, 14, 17, 21"
Emaj6,6,"E, G#, B, C#","76, 80, 83, 85","0, 4, 7, 9"
Eb6,6,"E, G#, B, C","76, 80, 83, 84","0, 4, 7, 8"
Eb3,6,"E, F#, G#, B","76, 78, 80, 83","0, 2, 4, 7"
E#9,6,"E, G#, B, G","76, 80, 83, 91","0, 4, 7, 15"
Edim7,6,"E, G, A#, C#","76, 79, 82, 85","0, 3, 6, 9"
Emin6,6,"E, G, B, C#","76, 79, 83, 85","0, 3, 7, 9"
Emaj9,6,"E, G#, B, D#, F#","76, 80, 83, 87, 90","0, 4, 7, 11, 14"
E7sus4,6,"E, A, B, D","76, 81, 83, 86","0, 5, 7, 10"
E7sus2,6,"E, F#, B, D","76, 78, 83, 86","0, 2, 7, 10"
E7b5,6,"E, G#, A#, D","76, 80, 82, 86","0, 4, 6, 10"
E7#5,6,"E, G#, C, D","76, 80, 84, 86","0, 4, 8, 10"
E7b9,6,"E, G#, B, D, F","76, 80, 83, 86, 89","0, 4, 7, 10, 13"
E#4,6,"E, A#, B","76, 82, 83","0, 6, 7"
E7#9,6,"E, G#, B, D, G","76, 80, 83, 86, 91","0, 4, 7, 10, 15"
Ehdim,6,"E, G, A#, D","76, 79, 82, 86","0, 3, 6, 10"
Fmaj,6,"F, A, C","77, 81, 84","0, 4, 7"
Fmin,6,"F, G#, C","77, 80, 84","0, 3, 7"
F7,6,"F, A, C, D#","77, 81, 84, 87","0, 4, 7, 10"
Fmaj7,6,"F, A, C, E","77, 81, 84, 88","0, 4, 7, 11"
Fmin7,6,"F, G#, C, D#","77, 80, 84, 87","0, 3, 7, 10"
Fminmaj7,6,"F, G#, C, E","77, 80, 84, 88","0, 3, 7, 11"
Fdim,6,"F, G#, B","77, 80, 83","0, 3, 6"
Faug,6,"F, A, C#","77, 81, 85","0, 4, 8"
Faug(b7),6,"F, A, C#, E","77, 81, 85, 88","0, 4, 8, 11"
Fsus2,6,"F, G, C","77, 79, 84","0, 2, 7"
Fsus4,6,"F, A#, C","77, 82, 84","0, 5, 7"
F9,6,"F, A, C, D#, G","77, 81, 84, 87, 91","0, 4, 7, 10, 14"
F11,6,"F, A, C, D#, G, A#","77, 81, 84, 87, 91, 94","0, 4, 7, 10, 14, 17"
F13,6,"F, A, C, D#, G, A#, D","77, 81, 84, 87, 91, 94, 98","0, 4, 7, 10, 14, 17, 21"
Fmin9,6,"F, G#, C, D#, G","77, 80, 84, 87, 91","0, 3, 7, 10, 14"
Fmin11,6,"F, G#, C, D#, G, A#","77, 80, 84, 87, 91, 94","0, 3, 7, 10, 14, 17"
Fmin13,6,"F, G#, C, D#, G, A#, D","77, 80, 84, 87, 91, 94, 98","0, 3, 7, 10, 14, 17, 21"
Fmaj6,6,"F, A, C, D","77, 81, 84, 86","0, 4, 7, 9"
Fb6,6,"F, A, C, C#","77, 81, 84, 85","0, 4, 7, 8"
Fb3,6,"F, G, A, C","77, 79, 81, 84","0, 2, 4, 7"
F#9,6,"F, A, C, G#","77, 81, 84, 92","0, 4, 7, 15"
Fdim7,6,"F, G#, B, D","77, 80, 83, 86","0, 3, 6, 9"
Fmin6,6,"F, G#, C, D","77, 80, 84, 86","0, 3, 7, 9"
Fmaj9,6,"F, A, C, E, G","77, 81, 84, 88, 91","0, 4, 7, 11, 14"
F7sus4,6,"F, A#, C, D#","77, 82, 84, 87","0, 5, 7, 10"
F7sus2,6,"F, G, C, D#","77, 79, 84, 87","0, 2, 7, 10"
F7b5,6,"F, A, B, D#","77, 81, 83, 87","0, 4, 6, 10"
F7#5,6,"F, A, C#, D#","77, 81, 85, 87","0, 4, 8, 10"
F7b9,6,"F, A, C, D#, F#","77, 81, 84, 87, 90","0, 4, 7, 10, 13"
F#4,6,"F, B, C","77, 83, 84","0, 6, 7"
F7#9,6,"F, A, C, D#, G#","77, 81, 84, 87, 92","0, 4, 7, 10, 15"
Fhdim,6,"F, G#, B, D#","77, 80, 83, 87","0, 3, 6, 10"
F#maj,6,"F#, A#, C#","78, 82, 85","0, 4, 7"
F#min,6,"F#, A, C#","78, 81, 85","0, 3, 7"
F#7,6,"F#, A#, C#, E","78, 82, 85, 88","0, 4, 7, 10"
F#maj7,6,"F#, A#, C#, F","78, 82, 85, 89","0, 4, 7, 11"
F#min7,6,"F#, A, C#, E","78, 81, 85, 88","0, 3, 7, 10"
F#minmaj7,6,"F#, A, C#, F","78, 81, 85, 89","0, 3, 7, 11"
F#dim,6,"F#, A, C","78, 81, 84","0, 3, 6"
F#aug,6,"F#, A#, D","78, 82, 86","0, 4, 8"
F#aug(b7),6,"F#, A#, D, F","78, 82, 86, 89","0, 4, 8, 11"
F#sus2,6,"F#, G#, C#","78, 80, 85","0, 2, 7"
F#sus4,6,"F#, B, C#","78, 83, 85","0, 5, 7"
F#9,6,"F#, A#, C#, E, G#","78, 82, 85, 88, 92","0, 4, 7, 10, 14"
F#11,6,"F#, A#, C#, E, G#, B","78, 82, 85, 88, 92, 95","0, 4, 7, 10, 14, 17"
F#13,6,"F#, A#, C#, E, G#, B, D#","78, 82, 85, 88, 92, 95, 99","0, 4, 7, 10, 14, 17, 21"
F#min9,6,"F#, A, C#, E, G#","78, 81, 85, 88, 92","0, 3, 7, 10, 14"
F#min11,6,"F#, A, C#, E, G#, B","78, 81, 85, 88, 92, 95","0, 3, 7, 10, 14, 17"
F#min13,6,"F#, A, C#, E, G#, B, D#","78, 81, 85, 88, 92, 95, 99","0, 3, 7, 10, 14, 17, 21"
F#maj6,6,"F#, A#, C#, D#","78, 82, 85, 87","0, 4, 7, 9"
F#b6,6,"F#, A#, C#, D","78, 82, 85, 86","0, 4, 7, 8"
F#b3,6,"F#, G#, A#, C#","78, 80, 82, 85","0, 2, 4, 7"
F##9,6,"F#, A#, C#, A","78, 82, 85, 93","0, 4, 7, 15"
F#dim7,6,"F#, A, C, D#","78, 81, 84, 87","0, 3, 6, 9"
F#min6,6,"F#, A, C#, D#","78, 81, 85, 87","0, 3, 7, 9"
F#maj9,6,"F#, A#, C#, F, G#","78, 82, 85, 89, 92","0, 4, 7, 11, 14"
F#7sus4,6,"F#, B, C#, E","78, 83, 85, 88","0, 5, 7, 10"
F#7sus2,6,"F#, G#, C#, E","78, 80, 85, 88","0, 2, 7, 10"
F#7b5,6,"F#, A#, C, E","78, 82, 84, 88","0, 4, 6, 10"
F#7#5,6,"F#, A#, D, E","78, 82, 86, 88","0, 4, 8, 10"
F#7b9,6,"F#, A#, C#, E, G","78, 82, 85, 88, 91","0, 4, 7, 10, 13"
F##4,6,"F#, C, C#","78, 84, 85","0, 6, 7"
F#7#9,6,"F#, A#, C#, E, A","78, 82, 85, 88, 93","0, 4, 7, 10, 15"
F#hdim,6,"F#, A, C, E","78, 81, 84, 88","0, 3, 6, 10"
Gmaj,6,"G, B, D","79, 83, 86","0, 4, 7"
Gmin,6,"G, A#, D","79, 82, 86","0, 3, 7"
G7,6,"G, B, D, F","79, 83, 86, 89","0, 4, 7, 10"
Gmaj7,6,"G, B, D, F#","79, 83, 86, 90","0, 4, 7, 11"
Gmin7,6,"G, A#, D, F","79, 82, 86, 89","0, 3, 7, 10"
Gminmaj7,6,"G, A#, D, F#","79, 82, 86, 90","0, 3, 7, 11"
Gdim,6,"G, A#, C#","79, 82, 85","0, 3, 6"
Gaug,6,"G, B, D#","79, 83, 87","0, 4, 8"
Gaug(b7),6,"G, B, D#, F#","79, 83, 87, 90","0, 4, 8, 11"
Gsus2,6,"G, A, D","79, 81, 86","0, 2, 7"
Gsus4,6,"G, C, D","79, 84, 86","0, 5, 7"
G9,6,"G, B, D, F, A","79, 83, 86, 89, 93","0, 4, 7, 10, 14"
G11,6,"G, B, D, F, A, C","79, 83, 86, 89, 93, 96","0, 4, 7, 10, 14, 17"
G13,6,"G, B, D, F, A, C, E","79, 83, 86, 89, 93, 96, 100","0, 4, 7, 10, 14, 17, 21"
Gmin9,6,"G, A#, D, F, A","79, 82, 86, 89, 93","0, 3, 7, 10, 14"
Gmin11,6,"G, A#, D, F, A, C","79, 82, 86, 89, 93, 96","0, 3, 7, 10, 14, 17"
Gmin13,6,"G, A#, D, F, A, C, E","79, 82, 86, 89, 93, 96, 100","0, 3, 7, 10, 14, 17, 21"
Gmaj6,6,"G, B, D, E","79, 83, 86, 88","0, 4, 7, 9"
Gb6,6,"G, B, D, D#","79, 83, 86, 87","0, 4, 7, 8"
Gb3,6,"G, A, B, D","79, 81, 83, 86","0, 2, 4, 7"
G#9,6,"G, B, D, A#","79, 83, 86, 94","0, 4, 7, 15"
Gdim7,6,"G, A#, C#, E","79, 82, 85, 88","0, 3, 6, 9"
Gmin6,6,"G, A#, D, E","79, 82, 86, 88","0, 3, 7, 9"
Gmaj9,6,"G, B, D, F#, A","79, 83, 86, 90, 93","0, 4, 7, 11, 14"
G7sus4,6,"G, C, D, F","79, 84, 86, 89","0, 5, 7, 10"
G7sus2,6,"G, A, D, F","79, 81, 86, 89","0, 2, 7, 10"
G7b5,6,"G, B, C#, F","79, 83, 85, 89","0, 4, 6, 10"
G7#5,6,"G, B, D#, F","79, 83, 87, 89","0, 4, 8, 10"
G7b9,6,"G, B, D, F, G#","79, 83, 86, 89, 92","0, 4, 7, 10, 13"
G#4,6,"G, C#, D","79, 85, 86","0, 6, 7"
G7#9,6,"G, B, D, F, A#","79, 83, 86, 89, 94","0, 4, 7, 10, 15"
Ghdim,6,"G, A#, C#, F","79, 82, 85, 89","0, 3, 6, 10"
G#maj,6,"G#, C, D#","80, 84, 87","0, 4, 7"
G#min,6,"G#, B, D#","80, 83, 87","0, 3, 7"
G#7,6,"G#, C, D#, F#","80, 84, 87, 90","0, 4, 7, 10"
G#maj7,6,"G#, C, D#, G","80, 84, 87, 91","0, 4, 7, 11"
G#min7,6,"G#, B, D#, F#","80, 83, 87, 90","0, 3, 7, 10"
G#minmaj7,6,"G#, B, D#, G","80, 83, 87, 91","0, 3, 7, 11"
G#dim,6,"G#, B, D","80, 83, 86","0, 3, 6"
G#aug,6,"G#, C, E","80, 84, 88","0, 4, 8"
G#aug(b7),6,"G#, C, E, G","80, 84, 88, 91","0, 4, 8, 11"
G#sus2,6,"G#, A#, D#","80, 82, 87","0, 2, 7"
G#sus4,6,"G#, C#, D#","80, 85, 87","0, 5, 7"
G#9,6,"G#, C, D#, F#, A#","80, 84, 87, 90, 94","0, 4, 7, 10, 14"
G#11,6,"G#, C, D#, F#, A#, C#","80, 84, 87, 90, 94, 97","0, 4, 7, 10, 14, 17"
G#13,6,"G#, C, D#, F#, A#, C#, F","80, 84, 87, 90, 94, 97, 101","0, 4, 7, 10, 14, 17, 21"
G#min9,6,"G#, B, D#, F#, A#","80, 83, 87, 90, 94","0, 3, 7, 10, 14"
G#min11,6,"G#, B, D#, F#, A#, C#","80, 83, 87, 90, 94, 97","0, 3, 7, 10, 14, 17"
G#min13,6,"G#, B, D#, F#, A#, C#, F","80, 83, 87, 90, 94, 97, 101","0, 3, 7, 10, 14, 17, 21"
G#maj6,6,"G#, C, D#, F","80, 84, 87, 89","0, 4, 7, 9"
G#b6,6,"G#, C, D#, E","80, 84, 87, 88","0, 4, 7, 8"
G#b3,6,"G#, A#, C, D#","80, 82, 84, 87","0, 2, 4, 7"
G##9,6,"G#, C, D#, B","80, 84, 87, 95","0, 4, 7, 15"
G#dim7,6,"G#, B, D, F","80, 83, 86, 89","0, 3, 6, 9"
G#min6,6,"G#, B, D#, F","80, 83, 87, 89","0, 3, 7, 9"
G#maj9,6,"G#, C, D#, G, A#","80, 84, 87, 91, 94","0, 4, 7, 11, 14"
G#7sus4,6,"G#, C#, D#, F#","80, 85, 87, 90","0, 5, 7, 10"
G#7sus2,6,"G#, A#, D#, F#","80, 82, 87, 90","0, 2, 7, 10"
G#7b5,6,"G#, C, D, F#","80, 84, 86, 90","0, 4, 6, 10"
G#7#5,6,"G#, C, E, F#","80, 84, 88, 90","0, 4, 8, 10"
G#7b9,6,"G#, C, D#, F#, A","80, 84, 87, 90, 93","0, 4, 7, 10, 13"
G##4,6,"G#, D, D#","80, 86, 87","0, 6, 7"
G#7#9,6,"G#, C, D#, F#, B","80, 84, 87, 90, 95","0, 4, 7, 10, 15"
G#hdim,6,"G#, B, D, F#","80, 83, 86, 90","0, 3, 6, 10"
Amaj,6,"A, C#, E","81, 85, 88","0, 4, 7"
Amin,6,"A, C, E","81, 84, 88","0, 3, 7"
A7,6,"A, C#, E, G","81, 85, 88, 91","0, 4, 7, 10"
Amaj7,6,"A, C#, E, G#","81, 85, 88, 92","0, 4, 7, 11"
Amin7,6,"A, C, E, G","81, 84, 88, 91","0, 3, 7, 10"
Aminmaj7,6,"A, C, E, G#","81, 84, 88, 92","0, 3, 7, 11"
Adim,6,"A, C, D#","81, 84, 87","0, 3, 6"
Aaug,6,"A, C#, F","81, 85, 89","0, 4, 8"
Aaug(b7),6,"A, C#, F, G#","81, 85, 89, 92","0, 4, 8, 11"
Asus2,6,"A, B, E","81, 83, 88","0, 2, 7"
Asus4,6,"A, D, E","81, 86, 88","0, 5, 7"
A9,6,"A, C#, E, G, B","81, 85, 88, 91, 95","0, 4, 7, 10, 14"
A11,6,"A, C#, E, G, B, D","81, 85, 88, 91, 95, 98","0, 4, 7, 10, 14, 17"
A13,6,"A, C#, E, G, B, D, F#","81, 85, 88, 91, 95, 98, 102","0, 4, 7, 10, 14, 17, 21"
Amin9,6,"A, C, E, G, B","81, 84, 88, 91, 95","0, 3, 7, 10, 14"
Amin11,6,"A, C, E, G, B, D","81, 84, 88, 91, 95, 98","0, 3, 7, 10, 14, 17"
Amin13,6,"A, C, E, G, B, D, F#","81, 84, 88, 91, 95, 98, 102","0, 3, 7, 10, 14, 17, 21"
Amaj6,6,"A, C#, E, F#","81, 85, 88, 90","0, 4, 7, 9"
Ab6,6,"A, C#, E, F","81, 85, 88, 89","0, 4, 7, 8"
Ab3,6,"A, B, C#, E","81, 83, 85, 88","0, 2, 4, 7"
A#9,6,"A, C#, E, C","81, 85, 88, 96","0, 4, 7, 15"
Adim7,6,"A, C, D#, F#","81, 84, 87, 90","0, 3, 6, 9"
Amin6,6,"A, C, E, F#","81, 84, 88, 90","0, 3, 7, 9"
Amaj9,6,"A, C#, E, G#, B","81, 85, 88, 92, 95","0, 4, 7, 11, 14"
A7sus4,6,"A, D, E, G","81, 86, 88, 91","0, 5, 7, 10"
A7sus2,6,"A, B, E, G","81, 83, 88, 91","0, 2, 7, 10"
A7b5,6,"A, C#, D#, G","81, 85, 87, 91","0, 4, 6, 10"
A7#5,6,"A, C#, F, G","81, 85, 89, 91","0, 4, 8, 10"
A7b9,6,"A, C#, E, G, A#","81, 85, 88, 91, 94","0, 4, 7, 10, 13"
A#4,6,"A, D#, E","81, 87, 88","0, 6, 7"
A7#9,6,"A, C#, E, G, C","81, 85, 88, 91, 96","0, 4, 7, 10, 15"
Ahdim,6,"A, C, D#, G","81, 84, 87, 91","0, 3, 6, 10"
A#maj,6,"A#, D, F","82, 86, 89","0, 4, 7"
A#min,6,"A#, C#, F","82, 85, 89","0, 3, 7"
A#7,6,"A#, D, F, G#","82, 86, 89, 92","0, 4, 7, 10"
A#maj7,6,"A#, D, F, A","82, 86, 89, 93","0, 4, 7, 11"
A#min7,6,"A#, C#, F, G#","82, 85, 89, 92","0, 3, 7, 10"
A#minmaj7,6,"A#, C#, F, A","82, 85, 89, 93","0, 3, 7, 11"
A#dim,6,"A#, C#, E","82, 85, 88","0, 3, 6"
A#aug,6,"A#, D, F#","82, 86, 90","0, 4, 8"
A#aug(b7),6,"A#, D, F#, A","82, 86, 90, 93","0, 4, 8, 11"
A#sus2,6,"A#, C, F","82, 84, 89","0, 2, 7"
A#sus4,6,"A#, D#, F","82, 87, 89","0, 5, 7"
A#9,6,"A#, D, F, G#, C","82, 86, 89, 92, 96","0, 4, 7, 10, 14"
A#11,6,"A#, D, F, G#, C, D#","82, 86, 89, 92, 96, 99","0, 4, 7, 10, 14, 17"
A#13,6,"A#, D, F, G#, C, D#, G","82, 86, 89, 92, 96, 99, 103","0, 4, 7, 10, 14, 17, 21"
A#min9,6,"A#, C#, F, G#, C","82, 85, 89, 92, 96","0, 3, 7, 10, 14"
A#min11,6,"A#, C#, F, G#, C, D#","82, 85, 89, 92, 96, 99","0, 3, 7, 10, 14, 17"
A#min13,6,"A#, C#, F, G#, C, D#, G","82, 85, 89, 92, 96, 99, 103","0, 3, 7, 10, 14, 17, 21"
A#maj6,6,"A#, D, F, G","82, 86, 89, 91","0, 4, 7, 9"
A#b6,6,"A#, D, F, F#","82, 86, 89, 90","0, 4, 7, 8"
A#b3,6,"A#, C, D, F","82, 84, 86, 89","0, 2, 4, 7"
A##9,6,"A#, D, F, C#","82, 86, 89, 97","0, 4, 7, 15"
A#dim7,6,"A#, C#, E, G","82, 85, 88, 91","0, 3, 6, 9"
A#min6,6,"A#, C#, F, G","82, 85, 89, 91","0, 3, 7, 9"
A#maj9,6,"A#, D, F, A, C","82, 86, 89, 93, 96","0, 4, 7, 11, 14"
